label,fname,id
Acoustic guitar,FSD50K.dev_audio/251187.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251193.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/18479.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251848.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251128.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251083.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/58119.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/154028.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/182956.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/8390.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/182938.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183018.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183025.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/18483.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183726.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/182937.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/58116.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183004.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251104.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251156.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183770.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/24292.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251122.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183816.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/18490.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251179.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251076.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183812.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/350221.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183746.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/182972.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/13705.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183710.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/154017.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/338741.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183798.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183070.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183034.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183728.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/182979.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183083.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/8481.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/154023.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251150.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/18475.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/350109.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/252371.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251170.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153939.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/182976.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153980.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153950.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251183.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153962.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251031.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/24283.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/24282.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/154027.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/41658.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251065.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153987.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183800.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/182984.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/82826.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/254116.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153953.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/18437.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/361579.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153952.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/252465.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183753.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183722.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183078.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251145.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/57864.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/361573.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/57865.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183049.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183063.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/8589.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183759.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153959.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183000.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/13702.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251079.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183017.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/41666.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183814.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183081.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/182987.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/41664.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153958.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/251159.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/183792.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/361584.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/252346.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/182961.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/153968.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/252469.wav,/m/042v_gx
Acoustic guitar,FSD50K.dev_audio/252397.wav,/m/042v_gx
Air conditioning,FSD50K.dev_audio/379033.wav,/m/025wky1
Air conditioning,FSD50K.dev_audio/201911.wav,/m/025wky1
Air conditioning,FSD50K.dev_audio/273620.wav,/m/025wky1
Air conditioning,FSD50K.dev_audio/152853.wav,/m/025wky1
Air conditioning,FSD50K.dev_audio/431817.wav,/m/025wky1
Air conditioning,FSD50K.dev_audio/243810.wav,/m/025wky1
Air conditioning,FSD50K.dev_audio/362431.wav,/m/025wky1
Air conditioning,FSD50K.dev_audio/125344.wav,/m/025wky1
Air conditioning,FSD50K.dev_audio/53798.wav,/m/025wky1
Aircraft,FSD50K.dev_audio/98247.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/386140.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/219469.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/219466.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/237974.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/324319.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/324311.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/156677.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/16322.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/431473.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/195410.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/251976.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/329616.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/251323.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/320786.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/251967.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/251974.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/200436.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/219470.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/219467.wav,/m/0k5j
Aircraft,FSD50K.dev_audio/77113.wav,/m/0k5j
